sentid	pairid	comparison	sentence	ROI	verb	semantic	semantic_class_detailed
1523	762	expected	Mary captivated David because she	4	captivated	Psychological	StimExp
1524	762	unexpected	John captivated David because she	4	captivated	Psychological	StimExp
1525	763	expected	Mary captivated Sarah because she	4	captivated	Psychological	StimExp
1526	763	unexpected	John captivated Sarah because she	4	captivated	Psychological	StimExp
1527	764	expected	Mary captivated Sarah because she	4	captivated	Psychological	StimExp
1528	764	unexpected	David captivated Sarah because she	4	captivated	Psychological	StimExp
1529	765	expected	Sarah captivated John because she	4	captivated	Psychological	StimExp
1530	765	unexpected	David captivated John because she	4	captivated	Psychological	StimExp
1531	766	expected	Sarah captivated David because she	4	captivated	Psychological	StimExp
1532	766	unexpected	John captivated David because she	4	captivated	Psychological	StimExp
1533	767	expected	Sarah captivated Mary because she	4	captivated	Psychological	StimExp
1534	767	unexpected	John captivated Mary because she	4	captivated	Psychological	StimExp
1535	768	expected	Sarah captivated Mary because she	4	captivated	Psychological	StimExp
1536	768	unexpected	David captivated Mary because she	4	captivated	Psychological	StimExp
1537	769	expected	John caressed David because he	4	caressed	Activity	AgP
1538	769	unexpected	Mary caressed David because he	4	caressed	Activity	AgP
1539	770	expected	John caressed David because he	4	caressed	Activity	AgP
1540	770	unexpected	Sarah caressed David because he	4	caressed	Activity	AgP
1541	771	expected	John caressed Mary because he	4	caressed	Activity	AgP
1542	771	unexpected	Sarah caressed Mary because he	4	caressed	Activity	AgP
1543	772	expected	John caressed Sarah because he	4	caressed	Activity	AgP
1544	772	unexpected	Mary caressed Sarah because he	4	caressed	Activity	AgP
1545	773	expected	David caressed John because he	4	caressed	Activity	AgP
1546	773	unexpected	Mary caressed John because he	4	caressed	Activity	AgP
1547	774	expected	David caressed John because he	4	caressed	Activity	AgP
1548	774	unexpected	Sarah caressed John because he	4	caressed	Activity	AgP
1549	775	expected	David caressed Mary because he	4	caressed	Activity	AgP
1550	775	unexpected	Sarah caressed Mary because he	4	caressed	Activity	AgP
1551	776	expected	David caressed Sarah because he	4	caressed	Activity	AgP
1552	776	unexpected	Mary caressed Sarah because he	4	caressed	Activity	AgP
1553	777	expected	Mary caressed John because she	4	caressed	Activity	AgP
1554	777	unexpected	David caressed John because she	4	caressed	Activity	AgP
1555	778	expected	Mary caressed David because she	4	caressed	Activity	AgP
1556	778	unexpected	John caressed David because she	4	caressed	Activity	AgP
1557	779	expected	Mary caressed Sarah because she	4	caressed	Activity	AgP
1558	779	unexpected	John caressed Sarah because she	4	caressed	Activity	AgP
1559	780	expected	Mary caressed Sarah because she	4	caressed	Activity	AgP
1560	780	unexpected	David caressed Sarah because she	4	caressed	Activity	AgP
1561	781	expected	Sarah caressed John because she	4	caressed	Activity	AgP
1562	781	unexpected	David caressed John because she	4	caressed	Activity	AgP
1563	782	expected	Sarah caressed David because she	4	caressed	Activity	AgP
1564	782	unexpected	John caressed David because she	4	caressed	Activity	AgP
1565	783	expected	Sarah caressed Mary because she	4	caressed	Activity	AgP
1566	783	unexpected	John caressed Mary because she	4	caressed	Activity	AgP
1567	784	expected	Sarah caressed Mary because she	4	caressed	Activity	AgP
1568	784	unexpected	David caressed Mary because she	4	caressed	Activity	AgP
1569	785	expected	John carried David because he	4	carried	Activity	AgP
1570	785	unexpected	Mary carried David because he	4	carried	Activity	AgP
1571	786	expected	John carried David because he	4	carried	Activity	AgP
1572	786	unexpected	Sarah carried David because he	4	carried	Activity	AgP
1573	787	expected	John carried Mary because he	4	carried	Activity	AgP
1574	787	unexpected	Sarah carried Mary because he	4	carried	Activity	AgP
1575	788	expected	John carried Sarah because he	4	carried	Activity	AgP
1576	788	unexpected	Mary carried Sarah because he	4	carried	Activity	AgP
1577	789	expected	David carried John because he	4	carried	Activity	AgP
1578	789	unexpected	Mary carried John because he	4	carried	Activity	AgP
1579	790	expected	David carried John because he	4	carried	Activity	AgP
1580	790	unexpected	Sarah carried John because he	4	carried	Activity	AgP
1581	791	expected	David carried Mary because he	4	carried	Activity	AgP
1582	791	unexpected	Sarah carried Mary because he	4	carried	Activity	AgP
1583	792	expected	David carried Sarah because he	4	carried	Activity	AgP
1584	792	unexpected	Mary carried Sarah because he	4	carried	Activity	AgP
1585	793	expected	Mary carried John because she	4	carried	Activity	AgP
1586	793	unexpected	David carried John because she	4	carried	Activity	AgP
1587	794	expected	Mary carried David because she	4	carried	Activity	AgP
1588	794	unexpected	John carried David because she	4	carried	Activity	AgP
1589	795	expected	Mary carried Sarah because she	4	carried	Activity	AgP
1590	795	unexpected	John carried Sarah because she	4	carried	Activity	AgP
1591	796	expected	Mary carried Sarah because she	4	carried	Activity	AgP
1592	796	unexpected	David carried Sarah because she	4	carried	Activity	AgP
1593	797	expected	Sarah carried John because she	4	carried	Activity	AgP
1594	797	unexpected	David carried John because she	4	carried	Activity	AgP
1595	798	expected	Sarah carried David because she	4	carried	Activity	AgP
1596	798	unexpected	John carried David because she	4	carried	Activity	AgP
1597	799	expected	Sarah carried Mary because she	4	carried	Activity	AgP
1598	799	unexpected	John carried Mary because she	4	carried	Activity	AgP
1599	800	expected	Sarah carried Mary because she	4	carried	Activity	AgP
1600	800	unexpected	David carried Mary because she	4	carried	Activity	AgP
1601	801	expected	John castigated David because he	4	castigated	Activity	AgEvo
1602	801	unexpected	John castigated Mary because he	4	castigated	Activity	AgEvo
1603	802	expected	John castigated David because he	4	castigated	Activity	AgEvo
1604	802	unexpected	John castigated Sarah because he	4	castigated	Activity	AgEvo
1605	803	expected	John castigated Mary because she	4	castigated	Activity	AgEvo
1606	803	unexpected	John castigated David because she	4	castigated	Activity	AgEvo
1607	804	expected	John castigated Sarah because she	4	castigated	Activity	AgEvo
1608	804	unexpected	John castigated David because she	4	castigated	Activity	AgEvo
1609	805	expected	David castigated John because he	4	castigated	Activity	AgEvo
1610	805	unexpected	David castigated Mary because he	4	castigated	Activity	AgEvo
1611	806	expected	David castigated John because he	4	castigated	Activity	AgEvo
1612	806	unexpected	David castigated Sarah because he	4	castigated	Activity	AgEvo
1613	807	expected	David castigated Mary because she	4	castigated	Activity	AgEvo
1614	807	unexpected	David castigated John because she	4	castigated	Activity	AgEvo
1615	808	expected	David castigated Sarah because she	4	castigated	Activity	AgEvo
1616	808	unexpected	David castigated John because she	4	castigated	Activity	AgEvo
1617	809	expected	Mary castigated John because he	4	castigated	Activity	AgEvo
1618	809	unexpected	Mary castigated Sarah because he	4	castigated	Activity	AgEvo
1619	810	expected	Mary castigated David because he	4	castigated	Activity	AgEvo
1620	810	unexpected	Mary castigated Sarah because he	4	castigated	Activity	AgEvo
1621	811	expected	Mary castigated Sarah because she	4	castigated	Activity	AgEvo
1622	811	unexpected	Mary castigated John because she	4	castigated	Activity	AgEvo
1623	812	expected	Mary castigated Sarah because she	4	castigated	Activity	AgEvo
1624	812	unexpected	Mary castigated David because she	4	castigated	Activity	AgEvo
1625	813	expected	Sarah castigated John because he	4	castigated	Activity	AgEvo
1626	813	unexpected	Sarah castigated Mary because he	4	castigated	Activity	AgEvo
1627	814	expected	Sarah castigated David because he	4	castigated	Activity	AgEvo
1628	814	unexpected	Sarah castigated Mary because he	4	castigated	Activity	AgEvo
1629	815	expected	Sarah castigated Mary because she	4	castigated	Activity	AgEvo
1630	815	unexpected	Sarah castigated John because she	4	castigated	Activity	AgEvo
1631	816	expected	Sarah castigated Mary because she	4	castigated	Activity	AgEvo
1632	816	unexpected	Sarah castigated David because she	4	castigated	Activity	AgEvo
1633	817	expected	John caught David because he	4	caught	Activity	AgP
1634	817	unexpected	Mary caught David because he	4	caught	Activity	AgP
1635	818	expected	John caught David because he	4	caught	Activity	AgP
1636	818	unexpected	Sarah caught David because he	4	caught	Activity	AgP
1637	819	expected	John caught Mary because he	4	caught	Activity	AgP
1638	819	unexpected	Sarah caught Mary because he	4	caught	Activity	AgP
1639	820	expected	John caught Sarah because he	4	caught	Activity	AgP
1640	820	unexpected	Mary caught Sarah because he	4	caught	Activity	AgP
1641	821	expected	David caught John because he	4	caught	Activity	AgP
1642	821	unexpected	Mary caught John because he	4	caught	Activity	AgP
1643	822	expected	David caught John because he	4	caught	Activity	AgP
1644	822	unexpected	Sarah caught John because he	4	caught	Activity	AgP
1645	823	expected	David caught Mary because he	4	caught	Activity	AgP
1646	823	unexpected	Sarah caught Mary because he	4	caught	Activity	AgP
1647	824	expected	David caught Sarah because he	4	caught	Activity	AgP
1648	824	unexpected	Mary caught Sarah because he	4	caught	Activity	AgP
1649	825	expected	Mary caught John because she	4	caught	Activity	AgP
1650	825	unexpected	David caught John because she	4	caught	Activity	AgP
1651	826	expected	Mary caught David because she	4	caught	Activity	AgP
1652	826	unexpected	John caught David because she	4	caught	Activity	AgP
1653	827	expected	Mary caught Sarah because she	4	caught	Activity	AgP
1654	827	unexpected	John caught Sarah because she	4	caught	Activity	AgP
1655	828	expected	Mary caught Sarah because she	4	caught	Activity	AgP
1656	828	unexpected	David caught Sarah because she	4	caught	Activity	AgP
1657	829	expected	Sarah caught John because she	4	caught	Activity	AgP
1658	829	unexpected	David caught John because she	4	caught	Activity	AgP
1659	830	expected	Sarah caught David because she	4	caught	Activity	AgP
1660	830	unexpected	John caught David because she	4	caught	Activity	AgP
1661	831	expected	Sarah caught Mary because she	4	caught	Activity	AgP
1662	831	unexpected	John caught Mary because she	4	caught	Activity	AgP
1663	832	expected	Sarah caught Mary because she	4	caught	Activity	AgP
1664	832	unexpected	David caught Mary because she	4	caught	Activity	AgP
1665	833	expected	John cautioned David because he	4	cautioned	Activity	AgP
1666	833	unexpected	Mary cautioned David because he	4	cautioned	Activity	AgP
1667	834	expected	John cautioned David because he	4	cautioned	Activity	AgP
1668	834	unexpected	Sarah cautioned David because he	4	cautioned	Activity	AgP
1669	835	expected	John cautioned Mary because he	4	cautioned	Activity	AgP
1670	835	unexpected	Sarah cautioned Mary because he	4	cautioned	Activity	AgP
1671	836	expected	John cautioned Sarah because he	4	cautioned	Activity	AgP
1672	836	unexpected	Mary cautioned Sarah because he	4	cautioned	Activity	AgP
1673	837	expected	David cautioned John because he	4	cautioned	Activity	AgP
1674	837	unexpected	Mary cautioned John because he	4	cautioned	Activity	AgP
1675	838	expected	David cautioned John because he	4	cautioned	Activity	AgP
1676	838	unexpected	Sarah cautioned John because he	4	cautioned	Activity	AgP
1677	839	expected	David cautioned Mary because he	4	cautioned	Activity	AgP
1678	839	unexpected	Sarah cautioned Mary because he	4	cautioned	Activity	AgP
1679	840	expected	David cautioned Sarah because he	4	cautioned	Activity	AgP
1680	840	unexpected	Mary cautioned Sarah because he	4	cautioned	Activity	AgP
1681	841	expected	Mary cautioned John because she	4	cautioned	Activity	AgP
1682	841	unexpected	David cautioned John because she	4	cautioned	Activity	AgP
1683	842	expected	Mary cautioned David because she	4	cautioned	Activity	AgP
1684	842	unexpected	John cautioned David because she	4	cautioned	Activity	AgP
1685	843	expected	Mary cautioned Sarah because she	4	cautioned	Activity	AgP
1686	843	unexpected	John cautioned Sarah because she	4	cautioned	Activity	AgP
1687	844	expected	Mary cautioned Sarah because she	4	cautioned	Activity	AgP
1688	844	unexpected	David cautioned Sarah because she	4	cautioned	Activity	AgP
1689	845	expected	Sarah cautioned John because she	4	cautioned	Activity	AgP
1690	845	unexpected	David cautioned John because she	4	cautioned	Activity	AgP
1691	846	expected	Sarah cautioned David because she	4	cautioned	Activity	AgP
1692	846	unexpected	John cautioned David because she	4	cautioned	Activity	AgP
1693	847	expected	Sarah cautioned Mary because she	4	cautioned	Activity	AgP
1694	847	unexpected	John cautioned Mary because she	4	cautioned	Activity	AgP
1695	848	expected	Sarah cautioned Mary because she	4	cautioned	Activity	AgP
1696	848	unexpected	David cautioned Mary because she	4	cautioned	Activity	AgP
1697	849	expected	John celebrated David because he	4	celebrated	Activity	AgEvo
1698	849	unexpected	John celebrated Mary because he	4	celebrated	Activity	AgEvo
1699	850	expected	John celebrated David because he	4	celebrated	Activity	AgEvo
1700	850	unexpected	John celebrated Sarah because he	4	celebrated	Activity	AgEvo
